city-209;-99.94;99.72;-0.86
city-21;-99.90;99.98;2.58
city-210;-99.71;99.74;-1.32
city-211;-99.70;99.85;1.82
city-212;-99.79;99.96;1.26
city-213;-99.99;99.96;-0.09
city-214;-99.83;99.94;2.46
city-215;-99.82;99.43;0.11
city-216;-99.37;99.75;-0.80
city-217;-99.99;99.88;-1.08
city-218;-99.96;99.97;0.29
city-219;-99.91;99.74;-2.19
city-22;-99.95;99.81;0.49
city-220;-99.99;99.78;0.82
city-221;-99.91;99.50;1.32
city-222;-100.00;99.55;-0.33
city-223;-99.97;99.79;-1.16
city-224;-99.75;99.61;-0.74
city-225;-99.92;99.66;2.53
city-226;-99.80;99.51;-0.63
city-227;-99.99;99.94;4.38
city-228;-99.81;99.65;1.07
city-229;-99.71;99.68;-0.64
city-23;-99.98;99.53;0.07
city-230;-99.96;99.96;3.60
city-231;-100.00;99.85;0.33
city-232;-99.90;98.01;-3.06
city-233;-99.88;99.38;-1.29
city-234;-99.21;99.21;0.71
city-235;-99.69;99.97;2.84
city-236;-99.85;99.75;1.09
city-237;-99.60;99.38;-2.13
city-238;-99.70;99.85;1.48
city-239;-99.94;99.81;-1.70
city-24;-99.82;99.87;0.20
city-240;-99.91;99.96;0.01
city-241;-100.00;99.62;-1.49
city-242;-99.99;99.98;-2.27
city-243;-99.93;99.81;-0.37
city-244;-99.54;99.99;5.07
city-245;-99.71;99.66;-1.70
city-246;-99.67;99.50;-1.90
city-247;-99.82;99.98;-2.35
city-248;-99.87;99.79;1.81
city-249;-99.81;99.99;-4.10
city-25;-99.78;99.92;1.21
city-250;-99.25;99.95;0.37
city-251;-99.93;99.41;-0.23
city-252;-99.95;99.82;4.53
city-253;-99.92;99.64;-1.16
city-254;-99.97;99.15;-0.08
city-255;-99.90;99.92;-1.28
city-256;-99.84;99.66;-2.01
city-257;-99.95;99.57;-0.05
city-258;-99.83;99.77;1.79
city-259;-99.59;99.88;0.59
city-26;-99.97;99.89;-0.76
city-260;-99.87;99.84;1.56
city-261;-99.97;99.85;0.57
city-262;-99.70;99.95;0.89
city-263;-99.99;99.86;0.64
city-264;-99.84;99.99;0.52
city-265;-99.81;100.00;-1.19
city-266;-99.82;99.86;-0.59
city-267;-99.49;99.64;-2.85
city-268;-100.00;99.83;1.94
city-269;-99.88;99.97;-1.46
city-27;-99.88;99.53;-3.51
city-270;-99.96;99.80;2.48
city-271;-99.73;99.73;-0.29
city-272;-99.80;100.00;-3.29
city-273;-99.98;99.97;4.08
city-274;-99.63;99.99;-0.81
city-275;-99.85;99.94;-0.39
city-276;-99.97;99.53;0.15
city-277;-98.33;99.18;-0.89
city-278;-99.47;99.83;-3.23
city-279;-99.94;99.97;3.07
city-28;-99.88;99.78;0.71
city-280;-99.72;99.94;0.12
city-281;-99.67;99.71;3.27
city-282;-99.88;99.78;3.63
city-283;-99.88;99.90;-0.63
city-284;-99.99;99.27;0.91
city-285;-99.91;99.99;-0.36
city-286;-99.96;99.94;-1.83
city-287;-99.91;99.87;-1.40
city-288;-99.96;99.65;0.42
city-289;-99.85;99.99;1.45
city-29;-99.44;99.95;-1.21
city-290;-99.66;99.86;1.08
city-291;-99.88;99.97;-2.92
city-292;-99.93;99.82;0.79
city-293;-99.69;99.92;0.39
city-294;-99.68;99.66;-0.66
city-295;-99.86;99.79;-0.62
city-296;-99.42;100.00;0.81
city-297;-99.74;99.22;-0.94
city-298;-99.60;99.83;1.64
city-299;-99.58;99.60;1.70
city-30;-99.69;99.49;2.54
city-300;-99.87;98.97;0.79
city-301;-99.49;99.67;-0.56
city-302;-99.80;99.77;3.86
city-303;-99.75;99.65;1.95
city-304;-99.81;99.76;-2.34
city-305;-99.95;99.93;0.22
city-306;-99.83;99.95;3.22
city-307;-99.66;99.99;-1.28
city-308;-99.46;99.97;5.07
city-309;-99.91;99.44;-1.29
city-31;-99.93;99.99;0.51
city-310;-99.81;99.86;-6.57
city-311;-99.84;99.92;-2.61
city-312;-99.92;99.98;0.73
city-313;-99.74;99.99;-4.29
city-314;-99.65;99.87;4.47
city-315;-99.92;99.65;0.93
city-316;-99.62;99.92;0.64
city-317;-99.88;99.99;-1.45
city-318;-99.51;99.89;4.52
city-319;-99.38;99.97;-0.85
city-32;-99.52;99.91;-0.99
city-320;-99.98;99.87;-0.97
city-321;-99.84;99.83;1.44
city-322;-99.89;99.98;0.31
city-323;-99.79;99.99;-1.51
city-324;-99.85;99.75;0.44
city-325;-100.00;99.91;-3.25
city-326;-99.85;99.96;1.02
city-327;-99.61;99.90;-1.20
city-328;-99.95;99.94;-1.46
city-329;-99.86;99.81;0.36
city-33;-99.96;99.74;-0.80
city-330;-99.90;99.79;2.34
city-331;-99.86;99.70;-2.77
city-332;-99.93;99.94;1.63
city-333;-99.89;99.59;-2.48
city-334;-99.63;99.65;-1.03
city-335;-99.78;99.84;-3.73
city-336;-99.99;99.56;-1.33
city-337;-99.92;99.95;1.49
city-338;-99.83;99.71;0.96
city-339;-99.88;99.73;-0.40
city-34;-99.69;99.98;1.26
city-340;-99.91;99.82;1.55
city-341;-99.93;99.97;-0.33
city-342;-99.54;99.75;0.82
city-343;-99.95;99.78;-0.59
city-344;-99.73;99.71;-1.11
city-345;-99.95;99.43;-4.53
city-346;-99.99;99.85;-2.41
city-347;-99.66;99.56;1.01
city-348;-100.00;99.73;0.78
city-349;-99.88;99.73;-1.52
city-35;-99.96;99.81;1.65
city-350;-99.67;99.55;-0.89
city-351;-99.93;99.90;0.09
city-352;-99.19;99.69;1.25
city-353;-99.77;99.44;-0.96
city-354;-99.91;99.73;2.78
city-355;-99.93;99.92;0.23
city-356;-99.93;99.99;-0.67
city-357;-99.92;99.91;-1.24
city-358;-99.82;99.84;0.51
city-359;-99.91;99.77;-0.26
city-36;-99.83;99.79;0.01
city-360;-98.24;99.96;-0.24
city-361;-99.64;99.98;-0.94
city-362;-99.91;100.00;1.87
city-363;-99.65;99.65;0.19
city-364;-99.94;99.85;1.05
city-365;-99.78;99.76;-2.27
city-366;-99.55;99.47;1.97
city-367;-99.94;99.99;2.47
city-368;-99.95;99.98;1.31
city-369;-99.62;99.86;-1.64
city-37;-99.91;99.98;1.40
city-370;-99.84;99.89;-0.80
city-371;-99.97;99.97;-0.38
city-372;-99.96;99.77;0.50
city-373;-99.95;99.84;2.22
city-374;-99.90;99.98;1.69
city-375;-99.98;99.95;-2.07
city-376;-99.98;99.84;0.73
city-377;-99.98;99.99;0.30
city-378;-99.90;99.83;2.57
city-379;-99.93;99.95;-2.94
city-38;-99.90;99.85;-1.26
city-380;-99.92;99.89;1.14
city-381;-99.85;99.96;-0.77
city-382;-99.89;99.91;-0.20
city-383;-99.91;99.95;0.68
city-384;-99.57;99.70;0.85
city-385;-99.79;99.71;3.63
city-386;-99.46;99.74;0.81
city-387;-99.55;99.90;-1.58
city-388;-99.66;99.95;5.18
city-389;-99.80;99.71;-2.26
city-39;-99.91;99.74;-0.56
city-390;-99.84;99.53;1.38
city-391;-100.00;99.94;-1.06
city-392;-99.21;99.93;2.12
city-393;-99.97;99.96;-0.33
city-394;-99.79;99.80;-0.78
city-395;-99.99;99.97;-0.46
city-396;-99.87;99.76;2.99
city-397;-99.97;99.73;3.08
city-398;-99.61;99.76;-0.18
city-399;-99.78;99.75;1.23
city-40;-99.76;99.92;0.58
city-400;-99.81;99.79;0.04
city-401;-99.87;99.92;-0.30
city-402;-99.71;99.89;-1.17
city-403;-99.72;99.07;-0.26
city-404;-99.69;99.80;1.93
city-405;-99.58;99.92;1.01
city-406;-99.82;99.99;-2.38
city-407;-99.94;99.75;-3.38
city-408;-99.84;99.71;-2.10
city-409;-99.54;99.78;-3.60
city-41;-99.26;99.97;3.56
city-410;-99.82;99.90;-2.03
city-411;-100.00;99.61;0.08
city-412;-99.82;99.85;-0.51
city-413;-99.97;99.96;0.75
city-414;-99.84;99.64;3.03
city-415;-99.20;99.80;1.30
city-416;-99.93;99.97;3.42
city-417;-99.82;99.65;2.73
city-418;-99.60;99.80;1.60
city-419;-99.64;99.82;1.46
city-42;-99.84;99.94;-1.89
city-420;-99.85;99.83;0.34
city-421;-99.86;99.97;0.08
city-422;-99.73;99.90;-2.39
city-423;-99.92;99.37;-0.96
city-424;-99.99;99.77;-0.32
city-425;-99.44;99.98;-0.60
city-426;-99.83;99.94;2.08
city-427;-99.77;99.73;2.80
city-428;-99.93;99.97;-1.35
city-429;-99.94;99.79;0.60
city-43;-99.88;99.98;0.85
city-430;-99.78;99.77;0.49
city-431;-99.78;99.71;-0.75
city-432;-99.78;99.54;1.54
city-433;-99.88;99.99;1.75
city-434;-99.71;99.91;-4.13
city-435;-99.99;99.87;2.63
city-436;-99.90;99.40;-0.96
city-437;-99.83;99.87;-1.77
city-438;-99.93;98.97;1.04
city-439;-99.84;99.90;-2.47
city-44;-99.96;99.88;-1.27
city-440;-99.83;99.63;0.66
city-441;-100.00;99.95;2.13
city-442;-99.79;98.97;-0.79
city-443;-99.51;99.96;2.94
city-444;-100.00;99.97;-0.30
city-445;-99.54;99.98;-0.24
city-446;-99.89;99.98;1.12
city-447;-99.51;99.57;5.16
city-448;-99.92;99.52;-0.28
city-449;-99.93;99.97;-0.50
city-45;-99.62;99.87;-3.91
city-450;-99.69;99.78;-0.98
city-451;-99.90;99.88;0.51
city-452;-100.00;99.82;1.05
city-453;-99.18;99.97;0.22
city-454;-99.91;99.80;-1.05
city-455;-99.71;99.75;-0.24
city-456;-99.86;99.99;-4.90
city-457;-99.96;99.88;-1.00
city-458;-99.55;99.91;1.21
city-459;-99.95;99.09;1.87
city-46;-99.89;99.63;-2.91
city-460;-99.61;99.66;-1.55
city-461;-99.12;100.00;0.43
city-462;-99.18;99.98;0.21
city-463;-99.73;99.65;0.37
city-464;-99.59;99.67;0.79
city-465;-99.51;99.91;0.54
city-466;-99.98;99.91;-0.40
city-467;-99.83;99.97;2.91
city-468;-99.78;99.93;-2.33
city-469;-99.69;99.97;0.55
city-47;-99.81;99.81;-0.58
city-470;-99.74;99.86;2.57
city-471;-99.78;99.99;2.17
city-472;-99.94;99.62;-1.28
city-473;-99.98;99.58;1.55
city-474;-99.86;99.98;2.53
city-475;-99.77;99.99;1.93
city-476;-99.79;99.80;-0.77
city-477;-99.91;99.59;-0.12
city-478;-99.71;99.99;0.85
city-479;-99.75;100.00;0.35
city-48;-99.97;99.97;0.81
city-480;-99.73;99.96;3.18
city-481;-99.92;99.99;-1.78
city-482;-99.84;99.42;2.75
city-483;-99.71;99.72;0.93
city-484;-99.91;99.98;-0.76
city-485;-99.56;99.71;1.06
city-486;-99.96;99.98;2.50
city-487;-99.90;99.99;1.61
city-488;-99.94;99.75;-0.63
city-489;-99.97;99.96;1.81
city-49;-99.94;99.89;-1.82
city-490;-99.99;99.96;-0.25
city-491;-99.64;99.98;0.42
city-492;-99.72;99.68;-1.08
city-493;-99.81;99.87;0.28
city-494;-99.68;99.71;-0.79
city-495;-99.90;99.99;1.13
city-496;-99.94;99.55;-0.80
city-497;-99.82;99.77;1.65
city-498;-99.53;99.79;0.18
city-499;-99.80;99.75;2.20
city-50;-99.85;99.74;-0.92
city-500;-99.71;99.98;1.12
city-501;-99.71;99.60;-1.31
city-502;-100.00;100.00;1.46
city-503;-99.63;99.72;0.21
city-504;-99.79;99.84;0.53
city-505;-99.97;99.90;1.24
city-506;-99.91;100.00;-3.66
city-507;-99.68;99.99;-1.36
city-508;-99.88;99.49;-0.44
city-509;-99.85;99.80;0.29
city-51;-100.00;99.44;-3.10
city-510;-99.98;99.84;0.97
city-511;-99.98;99.72;1.24
city-512;-99.95;99.97;-0.56
city-513;-99.87;99.93;0.63
city-514;-99.80;99.85;1.94
city-515;-99.71;99.98;1.16
city-516;-99.96;99.78;-1.67
city-517;-99.99;99.92;-1.81
city-518;-99.79;99.38;-0.16
city-519;-99.79;99.99;3.21
city-52;-99.72;99.85;4.57
city-520;-99.56;99.25;-0.22
city-521;-99.39;99.87;-0.28
city-522;-99.99;99.94;-4.21
city-523;-99.97;99.35;-0.82
city-524;-99.36;99.99;-2.18
city-525;-99.52;99.89;0.61
city-526;-99.56;99.85;-1.39
city-527;-99.99;99.83;0.58
city-528;-99.95;99.73;2.29
city-529;-98.88;99.96;1.41
city-53;-99.97;99.38;-3.56
city-530;-99.90;99.81;2.02
city-531;-99.87;99.76;-1.17
city-532;-99.96;99.62;-0.34
city-533;-99.98;99.78;1.62
city-534;-99.73;99.90;0.60
city-535;-99.58;99.88;-0.49
city-536;-99.96;99.73;-0.39
city-537;-99.65;99.09;-0.71
city-538;-99.97;99.90;1.88
city-539;-99.61;99.96;2.77
city-54;-99.54;99.75;0.75
city-540;-99.67;99.91;-1.85
city-541;-99.92;99.99;1.79
city-542;-99.93;99.92;0.87
city-543;-99.71;99.95;-5.97
city-544;-99.73;99.27;-0.97
city-545;-99.95;99.91;-1.82
city-546;-99.82;99.78;1.08
city-547;-99.84;99.99;-0.09
city-548;-99.90;99.88;1.40
city-549;-99.98;99.85;-0.11
city-55;-99.62;99.93;1.58
city-550;-99.88;99.98;-2.24
city-551;-99.85;99.76;1.72
city-552;-99.85;99.92;-1.90
city-553;-99.77;100.00;-3.01
city-554;-99.80;99.87;0.57
city-555;-99.90;99.93;0.28
city-556;-99.71;99.95;0.54
city-557;-99.93;99.86;1.84
city-558;-99.66;99.95;1.43
city-559;-99.96;99.91;-1.39
city-56;-99.69;99.78;0.25
city-560;-99.88;99.44;-1.00
city-561;-99.68;99.58;0.50
city-562;-99.99;99.94;-1.44
city-563;-99.46;99.89;-1.21
city-564;-99.98;99.69;-1.69
city-565;-99.31;99.96;-1.13
city-566;-99.78;99.84;-0.71
city-567;-99.88;99.85;-4.70
city-568;-99.75;99.50;0.01
city-569;-99.84;99.99;-2.17
city-57;-99.82;99.91;0.61
city-570;-99.93;99.99;-0.09
city-571;-99.97;99.98;-2.52
city-572;-99.88;99.91;-2.74
city-573;-99.66;99.86;-0.45
city-574;-99.91;99.67;1.65
city-575;-99.85;99.65;0.73
city-576;-99.94;99.17;-0.08
city-577;-99.58;99.63;-4.13
city-578;-99.85;99.77;-0.45
city-579;-99.89;99.94;1.34
city-58;-99.77;99.60;-0.80
city-580;-99.72;99.37;-1.17
city-581;-100.00;99.85;-1.35
city-582;-99.75;99.72;1.54
city-583;-99.97;99.55;-1.52
city-584;-99.93;99.91;1.69
city-585;-99.96;99.90;-1.01
city-586;-99.47;99.93;3.27
city-587;-99.75;99.70;-1.38
city-588;-99.95;99.90;1.47
city-589;-99.72;99.85;0.86
city-59;-99.94;99.80;-0.96
city-590;-99.85;99.60;-0.01
city-591;-99.97;99.67;-0.91
city-592;-99.66;99.89;0.86
city-593;-99.61;99.81;-0.77
city-594;-99.73;99.67;-4.38
city-595;-99.52;99.79;-0.60
city-596;-99.91;99.89;-0.98
city-597;-99.89;99.98;-3.32
city-598;-99.50;99.66;0.69
city-599;-99.95;99.95;-1.90
city-60;-99.56;99.67;-0.01
city-600;-99.94;99.80;-0.07
city-601;-99.89;99.98;0.08
city-602;-99.94;99.78;0.95
city-603;-99.94;99.71;0.98
city-604;-99.08;99.77;-0.76
city-605;-99.84;99.67;0.69
city-606;-99.47;99.78;-0.30
city-607;-99.76;99.94;0.15
city-608;-99.94;99.97;0.02
city-609;-99.85;99.99;-0.81
city-61;-99.64;99.99;1.21
city-610;-99.44;99.68;1.49
city-611;-99.51;99.62;-0.60
city-612;-99.87;99.88;2.09
city-613;-99.96;99.93;1.42
city-614;-99.78;99.95;0.59
city-615;-99.96;99.87;2.44
city-616;-99.51;99.93;-0.45
city-617;-99.78;99.97;0.71
city-618;-99.86;99.76;-0.38
city-619;-99.89;99.80;1.81
city-62;-99.84;99.92;0.68
city-620;-99.92;99.74;0.58
city-621;-99.97;99.84;-0.15
city-622;-99.66;99.70;0.11
city-623;-99.87;99.99;0.96
city-624;-99.84;99.90;-3.17
city-625;-99.95;99.97;-0.02
city-626;-99.98;99.67;-1.27
city-627;-99.13;99.80;-4.47
city-628;-99.96;99.66;-2.49
city-629;-99.86;99.79;-0.01
city-63;-99.90;99.93;-0.80
city-630;-100.00;99.80;-0.76
city-631;-99.73;99.98;2.74
city-632;-99.60;99.80;0.94
city-633;-99.74;99.88;-1.34
city-634;-99.76;99.72;0.33
city-635;-99.93;99.90;1.06
city-636;-99.94;99.99;-2.63
city-637;-99.72;99.90;-1.65
city-638;-99.62;99.88;1.91
city-639;-99.97;99.46;0.85
city-64;-99.97;99.89;-0.69
city-640;-99.29;99.95;1.43
city-641;-99.44;99.69;0.93
city-642;-99.80;99.82;0.09
city-643;-100.00;99.95;0.06
city-644;-99.96;99.87;-0.88
city-645;-99.98;99.89;-1.80
city-646;-99.63;99.89;0.68
city-647;-99.84;99.59;-1.70
city-648;-99.55;99.98;5.17
city-649;-99.84;99.97;-4.22
city-65;-99.88;99.97;0.91
city-650;-99.81;99.65;-0.88
city-651;-99.72;99.89;2.10
city-652;-99.36;99.72;-0.26
city-653;-99.94;99.89;-0.44
city-654;-99.63;99.40;0.76
city-655;-99.84;99.79;0.44
city-656;-99.97;99.72;-2.26
city-657;-99.98;99.93;-0.93
city-658;-99.92;99.64;-1.08
city-659;-99.31;99.48;0.23
city-66;-99.89;99.69;-1.17
city-660;-99.95;99.91;1.49
city-661;-99.91;100.00;1.52
city-662;-99.76;99.82;-3.71
city-663;-99.93;99.68;-0.54
city-664;-99.96;99.51;-1.51
city-665;-99.99;99.87;-1.94
city-666;-99.77;100.00;0.91
city-667;-100.00;99.89;-1.21
city-668;-99.83;99.98;-0.71
city-669;-99.90;99.55;-0.91
city-67;-99.68;99.96;1.61
city-670;-100.00;99.80;-2.39
city-671;-99.44;99.91;-2.88
city-672;-99.94;99.91;-0.33
city-673;-99.89;99.98;-0.16
city-674;-99.96;99.70;-1.68
city-675;-99.92;99.90;1.11
city-676;-99.93;99.90;1.76
city-677;-99.93;99.80;-2.27
city-678;-99.92;99.94;1.44
city-679;-99.74;99.85;0.40
city-68;-99.62;99.99;3.51
city-680;-99.98;100.00;-2.69
city-681;-99.89;99.96;-0.69
city-682;-99.82;99.83;-0.64
city-683;-99.92;99.79;2.23
city-684;-99.82;99.85;1.78
city-685;-99.24;99.64;2.57
city-686;-99.86;99.79;0.05
city-687;-99.61;99.85;-4.38
city-688;-99.98;99.54;1.37
city-689;-99.96;99.75;-0.96
city-69;-99.79;99.88;-0.76
city-690;-99.94;99.96;-3.66
city-691;-99.99;99.86;-1.14
city-692;-99.69;99.90;-2.64
city-693;-99.90;99.48;-2.81
city-694;-99.84;99.98;0.28
city-695;-99.89;99.95;0.66
city-696;-99.69;99.14;-1.40
city-697;-99.94;99.96;-2.50
city-698;-99.78;99.61;0.34
city-699;-99.95;99.29;2.93
city-70;-99.93;99.84;3.97
city-700;-99.92;99.93;-0.11
city-701;-99.87;99.95;-1.38
city-702;-99.82;99.91;-1.60
city-703;-99.85;99.49;-0.37
city-704;-99.99;99.97;-5.91
city-705;-99.15;99.98;0.58
city-706;-99.90;99.94;-1.76
city-707;-99.49;99.66;2.12
city-708;-99.76;99.90;0.72
city-709;-99.71;99.84;-1.30
city-71;-99.85;99.89;1.08
city-710;-99.93;99.90;1.88
city-711;-99.71;99.89;0.29
city-712;-99.98;99.27;1.55
city-713;-99.38;99.98;1.91
city-714;-99.94;99.86;2.94
city-715;-99.71;99.80;0.18
city-716;-99.93;99.79;-1.34
city-717;-99.96;99.93;-1.30
city-718;-99.45;99.98;-0.08
city-719;-99.71;99.91;1.16
city-72;-99.74;99.99;-0.13
city-720;-99.69;99.83;1.61
city-721;-99.53;99.91;-2.12
city-722;-99.63;99.91;0.18
city-723;-99.77;99.95;2.57
city-724;-99.99;99.95;-1.60
city-725;-99.74;99.76;1.29
city-726;-99.48;99.75;-0.54
city-727;-99.81;99.61;1.65
city-728;-99.99;99.67;-1.76
city-729;-99.83;99.68;1.84
city-73;-99.88;99.87;-0.92
city-730;-99.15;99.80;2.30
city-731;-99.69;99.84;-0.10
city-732;-99.98;99.88;2.32
city-733;-99.90;99.54;-0.06
city-734;-99.75;99.93;-0.51
city-735;-99.90;99.33;-1.51
city-736;-99.86;99.87;-0.24
city-737;-99.88;99.93;1.84
city-738;-99.90;99.90;1.11
city-739;-99.81;99.55;2.27
city-74;-99.95;100.00;0.30
city-740;-99.99;99.90;2.17
city-741;-99.79;99.88;0.63
city-742;-99.89;99.41;-1.37
city-743;-99.68;99.63;-1.91
city-744;-99.66;99.82;0.47
city-745;-100.00;99.89;0.37
city-746;-99.65;99.98;0.11
city-747;-99.88;99.75;-1.81
city-748;-99.92;99.98;1.05
city-749;-99.64;99.99;-1.47
city-75;-99.98;99.80;-1.67
city-750;-99.99;99.83;0.85
city-751;-99.82;99.93;-0.01
city-752;-98.28;99.85;1.09
city-753;-99.99;99.62;2.45
city-754;-99.96;99.77;-1.80
city-755;-99.79;99.98;-0.17
city-756;-99.98;99.90;-0.33
city-757;-98.83;99.67;-0.50
city-758;-99.87;99.89;-0.45
city-759;-99.94;99.79;2.03
city-76;-99.61;99.98;-2.80
city-760;-99.86;99.97;3.00
city-761;-99.92;99.71;-3.78
city-762;-100.00;99.96;1.09
city-763;-100.00;99.87;-0.46
city-764;-99.93;99.97;1.83
city-765;-99.98;99.80;-0.59
city-766;-99.83;99.76;-0.19
city-767;-99.98;99.77;2.08
city-768;-99.84;99.88;-0.52
city-769;-99.97;99.83;0.93
city-77;-99.79;99.93;2.24
city-770;-99.89;99.71;0.34
city-771;-99.43;99.81;0.38
city-772;-98.92;100.00;-2.02
city-773;-99.99;99.92;0.47
city-774;-99.54;99.80;1.79
city-775;-99.91;99.60;-5.74
city-776;-99.97;99.89;-0.04
city-777;-99.95;99.95;-0.12
city-778;-99.86;99.94;-1.58
city-779;-99.95;99.65;1.45
city-78;-99.91;99.82;1.45
city-780;-99.92;99.78;-2.29
city-781;-99.83;99.67;-1.07
city-782;-100.00;99.80;-2.08
city-783;-100.00;99.99;-3.19
city-784;-100.00;99.22;-1.03
city-785;-99.88;99.88;-1.48
city-786;-99.87;99.99;-1.28
city-787;-99.86;99.91;0.77
city-788;-99.52;99.93;-2.18
city-789;-99.93;99.94;-3.04
city-79;-99.78;99.91;6.91
city-790;-99.95;99.84;-1.08
city-791;-99.95;99.91;-1.17
city-792;-99.96;99.92;-1.66
city-793;-99.09;100.00;-1.69
city-794;-99.75;99.92;0.50
city-795;-99.83;99.96;3.37
city-796;-99.97;99.88;-0.73
city-797;-99.91;99.83;1.79
city-798;-99.81;99.48;0.44
city-799;-99.78;99.75;-1.86
city-80;-99.98;99.90;0.27
city-800;-99.55;99.88;-0.15
city-801;-99.46;99.92;-0.12
city-802;-99.74;100.00;-0.18
city-803;-99.77;99.71;1.22
city-804;-99.81;99.76;0.19
city-805;-99.97;99.74;1.50
city-806;-99.59;99.90;-1.45
city-807;-99.61;99.98;-0.45
city-808;-99.91;99.78;-2.97
city-809;-99.97;99.89;2.76
city-81;-99.97;99.85;1.05
city-810;-99.95;99.70;-1.57
city-811;-99.75;99.77;-1.04
city-812;-99.82;99.92;-1.00
city-813;-99.73;99.74;-0.68
city-814;-99.97;99.88;-1.74
city-815;-99.88;99.17;2.92
city-816;-99.29;99.98;1.98
city-817;-99.68;100.00;-2.79
